t_local;t_unix;ems_68_grid_power_feed_in_w;ems_68_grid_power_delivery_w;ems_68_battery_power_supply_w;ems_68_battery_power_demand_w;ems_68_pv_power_supply_w;ems_68_user_power_demand_w;ems_68_charge_point_power_demand_w;ems_68_heatpump_power_demand_w
2021-10-20T00:00:00+02:00;1634680800;0,024104469;32,6725053;666,9027048;0;0;167,5189333;0;534,9555437
2021-10-20T00:15:00+02:00;1634681700;7,466508664;24,14429051;433,8420022;0;0;183,3098475;0;251,049125
2021-10-20T00:30:00+02:00;1634682600;6,155122347;17,50817182;220,681462;0;0;177,1593504;0;54,9086763
2021-10-20T00:45:00+02:00;1634683500;6,259465784;38,23181395;156,5858313;0;0;135,0674232;0;53,26154767
2021-10-20T01:00:00+02:00;1634684400;0,00057368;27,96486983;180,9983072;0;0;154,4325176;0;54,88394304
2021-10-20T01:15:00+02:00;1634685300;5,499306738;31,03913801;212,0497981;0;0;181,1685947;0;56,51926305
2021-10-20T01:30:00+02:00;1634686200;5,052062653;16,07121456;210,5795606;0;0;166,296193;0;55,16427287
2021-10-20T01:45:00+02:00;1634687100;0,247409105;22,37103385;188,6149565;0;0;155,7118867;0;55,01777627
2021-10-20T02:00:00+02:00;1634688000;6,335363708;37,81574696;158,8826427;0;0;135,4710044;0;54,759376
2021-10-20T02:15:00+02:00;1634688900;5,208211936;26,93406892;198,4529075;0;0;165,0247934;0;55,19399211
2021-10-20T02:30:00+02:00;1634689800;3,606529169;35,89349461;226,6398339;0;0;202,5823361;0;56,30372739
2021-10-20T02:45:00+02:00;1634690700;0,064747594;20,77479652;179,9665514;0;0;146,8247459;0;53,84527966
2021-10-20T03:00:00+02:00;1634691600;5,280594915;39,224571;168,97249;0;0;148,0304641;0;54,76779915
2021-10-20T03:15:00+02:00;1634692500;5,200000077;45,67981301;463,3143965;0;0;182,8259464;0;336,977007
2021-10-20T03:30:00+02:00;1634693400;2,540178388;28,52965514;346,734393;0;0;169,0679352;0;187,8397731
2021-10-20T03:45:00+02:00;1634694300;5,05950404;11,80586029;205,7554906;0;0;158,2779941;0;54,11497118
2021-10-20T04:00:00+02:00;1634695200;5,600317769;37,70982477;155,2844434;0;0;132,9403543;0;54,49292702
2021-10-20T04:15:00+02:00;1634696100;0,043364078;26,77302002;193,6014339;0;0;165,3174787;0;55,06169777
2021-10-20T04:30:00+02:00;1634697000;3,200926289;17,59204276;210,0966558;0;0;170,2643813;0;54,06484962
2021-10-20T04:45:00+02:00;1634697900;7,54503537;51,75965881;146,0351393;0;0;137,3623598;0;52,81948052
2021-10-20T05:00:00+02:00;1634698800;3,982286289;32,04191726;185,988182;0;0;159,2196981;0;54,99907985
2021-10-20T05:15:00+02:00;1634699700;0,037765391;17,85469627;205,7848118;0;0;169,4057081;0;54,25611149
2021-10-20T05:30:00+02:00;1634700600;5,247207604;36,02063292;191,8438201;0,063967325;0;168,7255398;0;53,74819586
2021-10-20T05:45:00+02:00;1634701500;2,885693952;330,2385018;412,0863356;271,0166449;0;414,1515341;0;54,83102148
2021-10-20T06:00:00+02:00;1634702400;0;2532,64968;0;2047,21012;0;426,2779231;0;58,16743676
2021-10-20T06:15:00+02:00;1634703300;0;869,544841;0;247,9670857;0;565,4308822;0;56,90256495
2021-10-20T06:30:00+02:00;1634704200;0;1436,987607;0;28,77227011;0;1019,165102;0;405,5891952
2021-10-20T06:45:00+02:00;1634705100;0;945,73983;0;29,03574439;0;383,7511443;0;531,9908187
2021-10-20T07:00:00+02:00;1634706000;0;1050,397383;0;28,56086683;0;498,4816363;0;522,6254132
